Song Name,Streams,Artist,Artist Followers,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
Spicy (feat. Post Malone),5303146,Ty Dolla $ign,3866304.0,2020-10-23,80.0,0.782,0.51,-5.724,0.0419,0.143,0.115,99.993,143375.0,0.118
Sweet Melody,5201322,Little Mix,9398941.0,2020-11-06,73.0,0.448,0.824,-4.249,0.057,0.0739,0.113,119.965,213693.0,0.419
Blueberry Eyes (feat. SUGA of BTS),5158896,MAX,689627.0,2020-09-15,72.0,0.746,0.611,-7.034,0.101,0.454,0.133,149.967,172245.0,0.411
That’s It,5151014,"Future, Lil Uzi Vert",10491105.0,2020-11-13,64.0,0.94,0.532,-5.998,0.358,0.12,0.0925,123.043,228796.0,0.599
Promiscuous,5083648,"Nelly Furtado, Timbaland",2688557.0,2006-01-01,82.0,0.808,0.97,-6.098,0.0506,0.0569,0.154,114.328,242293.0,0.868
GREECE (feat. Drake),5043665,DJ Khaled,6281829.0,2020-07-16,77.0,0.695,0.343,-10.798,0.0432,0.0743,0.107,85.84,218902.0,0.229
just like magic,4980571,Ariana Grande,67208170.0,2020-10-30,69.0,0.719,0.607,-5.156,0.165,0.08,0.125,128.006,149900.0,0.464
Still Don't Know My Name,4926802,Labrinth,1685215.0,2019-10-04,80.0,0.316,0.63,-5.963,0.117,0.471,0.205,89.643,153294.0,0.313
Hasta Que Dios Diga,4899099,"Anuel AA, Bad Bunny",18306226.0,2020-05-29,76.0,0.691,0.765,-4.727,0.111,0.464,0.203,174.021,246000.0,0.855
Get You The Moon (feat. Snøw),4872409,Kina,661863.0,2018-10-08,82.0,0.498,0.235,-16.541,0.188,0.72,0.144,118.917,179080.0,0.0895
Moonwalking in Calabasas (feat. Blueface) - Remix,4863053,DDG,486194.0,2020-12-02,74.0,0.928,0.341,-10.196,0.103,0.0614,0.162,129.966,170233.0,0.745
Forever After All,4746415,Luke Combs,5371000.0,2020-10-23,80.0,0.487,0.65,-5.195,0.0253,0.191,0.0933,151.964,232533.0,0.456
"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",4739241,"Super Yei, Jone Quest",,,,,,,,,,,,
SLOW DANCING IN THE DARK,4732343,Joji,4759367.0,2018-10-26,82.0,0.515,0.479,-7.458,0.0261,0.544,0.191,88.964,209274.0,0.284
Don Don,4731423,"Daddy Yankee, Anuel AA, Kendo Kaponi",23936368.0,2020-09-11,69.0,0.838,0.819,-4.681,0.211,0.285,0.224,105.027,275893.0,0.656
my future,4721082,Billie Eilish,47061119.0,2021-07-30,80.0,0.456,0.285,-10.755,0.0979,0.814,0.307,104.89,210005.0,0.0809
Nada,4713873,"Cali Y El Dandee, Danna Paola",3152313.0,2020-08-14,76.0,0.684,0.808,-2.737,0.061,0.0518,0.0858,173.905,174027.0,0.712
safety net (feat. Ty Dolla $ign),5798744,Ariana Grande,67208170.0,2020-10-30,70.0,0.552,0.599,-5.75,0.0404,0.0703,0.0986,161.884,208457.0,0.0916
shut up,5282490,Ariana Grande,67208170.0,2020-10-30,63.0,0.499,0.462,-5.308,0.0312,0.801,0.0946,127.698,157710.0,0.599
nasty,5249342,Ariana Grande,67208170.0,2020-10-30,69.0,0.772,0.506,-6.558,0.139,0.0814,0.182,127.894,200733.0,0.456
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),5226940,The Kid LAROI,2238190.0,2020-11-06,76.0,0.779,0.642,-6.321,0.116,0.0383,0.2,82.363,153147.0,0.388
Ayer Me Llamó Mi Ex (feat. Lenny Santos),5220504,KHEA,3198705.0,2020-08-20,71.0,0.752,0.716,-5.2,0.0325,0.254,0.243,117.007,206760.0,0.553
Madrid (feat. Myke Towers),5064484,Maluma,26784251.0,2020-08-21,73.0,0.764,0.741,-3.617,0.101,0.239,0.107,170.081,198570.0,0.802
Caramelo - Remix,5033798,"Ozuna, KAROL G, Myke Towers",29238936.0,2020-08-17,72.0,0.754,0.796,-3.743,0.139,0.062,0.204,168.045,233160.0,0.62
Mr. Right Now (feat. Drake),4951481,"21 Savage, Metro Boomin",9949044.0,2020-10-02,75.0,0.647,0.667,-5.563,0.304,0.231,0.133,172.08,193839.0,0.704
Got It On Me,4924030,Pop Smoke,6852509.0,2020-07-03,78.0,0.688,0.647,-7.258,0.19,0.00815,0.095,88.834,164580.0,0.195
my hair,4896521,Ariana Grande,67208170.0,2020-10-30,66.0,0.686,0.526,-6.842,0.0374,0.0815,0.144,92.013,158436.0,0.372
obvious,4865084,Ariana Grande,67208170.0,2020-10-30,65.0,0.624,0.672,-5.334,0.106,0.0967,0.155,159.852,146959.0,0.26
Beautiful People (feat. Khalid),4813796,Ed Sheeran,83337783.0,2019-06-28,79.0,0.64,0.648,-8.113,0.187,0.124,0.0802,92.977,197867.0,0.548
Favorito,4787127,Camilo,10580764.0,2020-03-26,73.0,0.611,0.851,-2.982,0.0598,0.229,0.232,178.032,211613.0,0.823
After Party,4784580,Don Toliver,1606884.0,2020-03-13,80.0,0.629,0.692,-8.045,0.0376,0.00981,0.603,162.948,167916.0,0.453
Rojo,4773792,J Balvin,1251372.0,2021-08-09,0.0,0.652,0.595,-4.04,0.117,0.15,0.0836,172.277,151147.0,0.421
six thirty,10941573,Ariana Grande,67208170.0,2020-10-30,63.0,0.739,0.516,-7.154,0.0539,0.67,0.151,120.109,183874.0,0.434
love language,9399230,Ariana Grande,67208170.0,2020-10-30,62.0,0.688,0.573,-5.03,0.208,0.0686,0.0749,110.034,179861.0,0.553
west side,9397167,Ariana Grande,67208170.0,2020-10-30,62.0,0.688,0.455,-8.632,0.199,0.186,0.0794,87.865,132279.0,0.557
Thriller,5605234,Michael Jackson,19345579.0,2017-09-27,68.0,0.764,0.887,-3.726,0.0744,0.0816,0.847,118.427,358053.0,0.72
Dancing With A Stranger (with Normani),5229835,Sam Smith,17097317.0,2019-01-11,78.0,0.741,0.52,-7.513,0.0656,0.45,0.222,102.998,171030.0,0.347
Angeklagt,5226264,Bonez MC,1683006.0,2020-10-29,60.0,0.658,0.624,-9.155,0.0915,0.171,0.116,181.942,168991.0,0.314
Kids Again,5103194,Sam Smith,17097317.0,2020-10-30,62.0,0.666,0.726,-2.998,0.0262,0.486,0.0892,128.044,207528.0,0.468
Highway to Hell,5096618,AC/DC,20110171.0,1979-07-27,83.0,0.574,0.913,-4.793,0.133,0.061,0.156,115.728,208400.0,0.423
Me Gusta (with Cardi B & Myke Towers),4914412,Anitta,10741972.0,2020-09-18,72.0,0.91,0.604,-4.392,0.082,0.448,0.0863,110.075,180788.0,0.807
24 (feat. Lil Baby),4904772,Money Man,345027.0,2020-08-21,74.0,0.868,0.638,-7.746,0.0736,0.146,0.0931,126.03,182857.0,0.459
Relación,4825749,Sech,8766508.0,2020-09-04,80.0,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308.0,0.835
FRANCHISE (feat. Young Thug & M.I.A.),4821213,Travis Scott,17732077.0,2020-09-25,74.0,0.835,0.699,-5.405,0.277,0.00671,0.195,154.981,202795.0,0.547
Bet You Wanna (feat. Cardi B),6846771,BLACKPINK,23848461.0,2020-10-02,67.0,0.653,0.662,-6.168,0.162,0.00465,0.0626,111.712,161168.0,0.674
Wolves (feat. Post Malone),5547002,Big Sean,8673345.0,2020-09-04,79.0,0.724,0.675,-5.267,0.0867,0.0978,0.351,160.048,199758.0,0.325
"thank u, next",5079328,Ariana Grande,67208170.0,2019-02-08,82.0,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966,207320.0,0.412
MAMACITA,5016343,"Black Eyed Peas, Ozuna, J. Rey Soul",5966748.0,2020-04-10,74.0,0.894,0.635,-6.929,0.0473,0.193,0.0823,105.013,249143.0,0.428
Fake,5010179,"Lauv, Conan Gray",4442273.0,2020-10-13,73.0,0.703,0.657,-5.363,0.0783,0.139,0.093,82.96,146375.0,0.455
OK Not To Be OK,4980744,"Marshmello, Demi Lovato",1251372.0,2021-08-13,0.0,0.743,0.837,-5.025,0.0649,0.0172,0.0743,103.072,159863.0,0.263
THE SCOTTS,4941592,"THE SCOTTS, Travis Scott, Kid Cudi",179193.0,2020-04-24,79.0,0.716,0.537,-7.648,0.0514,0.233,0.157,129.979,165978.0,0.28
Mamichula - con Nicki Nicole,4817969,"Trueno, Bizarrap, Taiu, TATOOL",2172969.0,2020-07-23,75.0,0.696,0.678,-5.893,0.0735,0.582,0.134,91.985,219202.0,0.346
Let Her Go,4765198,Passenger,2819406.0,2013-02-17,75.0,0.479,0.545,-7.346,0.0688,0.365,0.0963,74.897,252733.0,0.243
Play Date,4745568,Melanie Martinez,10925614.0,2015-08-14,80.0,0.68,0.729,-5.077,0.0475,0.612,0.224,123.97,179867.0,0.446
Lose Somebody,4709053,"Kygo, OneRepublic",7593792.0,2020-05-29,75.0,0.58,0.586,-6.883,0.0357,0.344,0.0755,147.988,199549.0,0.507
Someone Like You,4703672,Adele,28335338.0,2011-01-24,77.0,0.556,0.319,-8.251,0.0281,0.893,0.0996,135.187,285240.0,0.294
It's You,4674658,Ali Gatie,1758300.0,2019-11-08,81.0,0.732,0.463,-6.972,0.0287,0.374,0.194,95.971,212607.0,0.397
Stunnin' (feat. Harm Franklin),5183246,Curtis Waters,68875.0,2020-10-09,68.0,0.885,0.685,-6.429,0.0627,0.33,0.148,99.954,144000.0,0.937
Love To Hate Me,5125708,BLACKPINK,23848461.0,2020-10-02,69.0,0.686,0.64,-5.491,0.159,0.0334,0.0801,162.225,171798.0,0.597
Hate The Way (feat. blackbear),5116071,G-Eazy,4894656.0,2020-10-16,68.0,0.569,0.865,-3.844,0.266,0.0673,0.312,82.011,214363.0,0.361
Bande organisée,5112572,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",249910.0,2020-08-15,72.0,0.901,0.939,-2.762,0.274,0.117,0.0643,142.948,356347.0,0.805
Crazy Over You,5056387,BLACKPINK,23848461.0,2020-10-02,68.0,0.804,0.633,-6.186,0.0612,0.0371,0.102,115.002,163946.0,0.67
"Baby, I'm Jealous (feat. Doja Cat)",4870203,Bebe Rexha,6569150.0,2020-10-09,69.0,0.737,0.867,-2.259,0.0458,0.0398,0.32,98.05,175873.0,0.506
TKN (feat. Travis Scott),4752289,ROSALÍA,4769627.0,2020-05-28,75.0,0.776,0.509,-6.266,0.467,0.192,0.115,94.634,129371.0,0.485
El Mismo Aire - con Pablo Alborán,4705484,Camilo,10580764.0,2020-06-10,75.0,0.483,0.492,-6.591,0.295,0.603,0.323,144.511,188213.0,0.66
Yo Perreo Sola,4680447,Bad Bunny,36177712.0,2020-02-29,78.0,0.86,0.758,-5.16,0.0695,0.021,0.344,97.014,172127.0,0.453
Let Me Love You Like A Woman,4665053,Lana Del Rey,13697048.0,2021-03-19,67.0,0.303,0.249,-11.715,0.111,0.97,0.117,66.932,200661.0,0.131
DOLLAZ ON MY HEAD (feat. Young Thug),4652712,Gunna,3337982.0,2020-05-22,76.0,0.825,0.458,-7.47,0.0577,0.114,0.102,145.115,197760.0,0.161
Elegí (feat. Dímelo Flow),4607003,"Rauw Alejandro, Dalex, Lenny Tavárez",6096559.0,2020-03-26,75.0,0.824,0.631,-2.791,0.0809,0.237,0.0531,171.965,197721.0,0.678
July,4598766,Noah Cyrus,891555.0,2020-05-15,81.0,0.708,0.186,-8.953,0.042,0.868,0.0779,72.541,156106.0,0.322
Bruises,4560503,Lewis Capaldi,8388838.0,2019-05-17,80.0,0.736,0.308,-7.83,0.0677,0.946,0.186,111.202,220492.0,0.361
You Never Know,5304382,BLACKPINK,23848461.0,2021-08-03,54.0,0.535,0.434,-5.768,0.0505,0.405,0.253,144.497,229236.0,0.271
Supalonely,5089970,"BENEE, Gus Dapperton",638337.0,2019-11-15,77.0,0.863,0.631,-4.689,0.0534,0.305,0.123,128.977,223480.0,0.817
Glock In My Lap,4947593,"21 Savage, Metro Boomin",9949044.0,2020-10-02,69.0,0.847,0.733,-6.439,0.16,0.00574,0.151,130.029,193591.0,0.202
Better,4933462,ZAYN,16655692.0,2020-09-25,68.0,0.637,0.418,-7.137,0.301,0.353,0.131,84.295,174517.0,0.0807
forget me too (feat. Halsey),4751756,Machine Gun Kelly,3868320.0,2020-09-25,78.0,0.654,0.875,-4.845,0.0744,0.000417,0.194,99.975,171621.0,0.522
Oh Juliana,4751064,Niack,352402.0,2020-06-30,66.0,0.799,0.568,-3.089,0.25,0.387,0.0892,129.63,153078.0,0.963
"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",4727923,"Feid, J Balvin, Justin Quiles",613348.0,2020-06-26,70.0,0.793,0.737,-4.731,0.0785,0.0765,0.0747,167.969,333800.0,0.697
No Guidance (feat. Drake),4641393,Chris Brown,14073083.0,2019-06-28,80.0,0.696,0.454,-6.756,0.153,0.123,0.155,92.928,260640.0,0.136
Rich Nigga Shit (feat. Young Thug),9129562,"21 Savage, Metro Boomin",9949044.0,2020-10-02,73.0,0.825,0.733,-5.625,0.0969,0.349,0.112,97.974,190331.0,0.62
Many Men,8675173,"21 Savage, Metro Boomin",9949044.0,2020-10-02,65.0,0.635,0.793,-4.333,0.0322,0.000647,0.113,77.594,201856.0,0.281
Slidin,8243488,"21 Savage, Metro Boomin",9949044.0,2020-10-02,64.0,0.774,0.706,-6.494,0.355,0.00163,0.104,152.891,185037.0,0.382
Outta Time (feat. Drake),7762934,Bryson Tiller,5019909.0,2020-10-02,68.0,0.714,0.582,-7.272,0.0808,0.0129,0.0774,92.819,198822.0,0.338
My Dawg,6029118,"21 Savage, Metro Boomin",9949044.0,2020-10-02,60.0,0.831,0.532,-5.319,0.301,0.0652,0.464,140.105,181716.0,0.364
Snitches & Rats (feat. Young Nudy),5846760,"21 Savage, Metro Boomin",9949044.0,2020-10-02,57.0,0.821,0.671,-5.893,0.18,0.00843,0.0972,145.953,187773.0,0.494
Brand New Draco,5841110,"21 Savage, Metro Boomin",9949044.0,2020-10-02,63.0,0.697,0.709,-6.642,0.298,0.041,0.0886,155.023,202420.0,0.439
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],5550390,Internet Money,412466.0,2020-09-30,69.0,0.832,0.549,-8.259,0.0602,0.168,0.11,140.045,181496.0,0.384
Your Man,5233336,Joji,4759367.0,2020-09-24,68.0,0.785,0.818,-8.711,0.099,0.624,0.149,117.98,163759.0,0.0503
No Opp Left Behind,5154955,"21 Savage, Metro Boomin",9949044.0,2020-10-02,61.0,0.823,0.703,-2.691,0.298,0.0161,0.294,178.043,194214.0,0.26
Lets Link,5109038,WhoHeem,25417.0,2020-08-20,61.0,0.839,0.683,-9.232,0.165,0.00667,0.241,120.003,159955.0,0.522
RIP Luv,4915080,"21 Savage, Metro Boomin",9949044.0,2020-10-02,62.0,0.63,0.399,-9.869,0.178,0.105,0.234,183.016,214192.0,0.0657
Steppin On Niggas,4853661,"21 Savage, Metro Boomin",9949044.0,2020-10-02,57.0,0.849,0.635,-4.068,0.254,0.000608,0.062,89.484,140833.0,0.798
Gimme Love,7471309,Joji,4759367.0,2020-04-16,69.0,0.482,0.631,-6.917,0.0986,0.696,0.209,126.576,214558.0,0.0743
Ew,6936305,Joji,4759367.0,2020-09-25,67.0,0.48,0.373,-9.297,0.0278,0.804,0.12,114.078,207710.0,0.0376
Daylight,6819838,"Joji, Diplo",4759367.0,2020-08-06,72.0,0.528,0.749,-7.571,0.0479,0.00488,0.0949,163.944,163906.0,0.729
Epidemic,6292620,Polo G,4849204.0,2020-09-25,71.0,0.616,0.617,-8.431,0.52,0.128,0.177,175.929,177273.0,0.476
bloody valentine,6032935,Machine Gun Kelly,3868320.0,2020-09-25,77.0,0.533,0.858,-4.212,0.0766,0.00021,0.148,160.057,205159.0,0.506
MODUS,6013371,Joji,4759367.0,2020-09-25,66.0,0.738,0.533,-7.617,0.0492,0.183,0.115,132.008,207265.0,0.262
Tick Tock,5547939,Joji,4759367.0,2020-09-25,65.0,0.781,0.613,-5.582,0.0524,0.0399,0.0976,80.53,132215.0,0.613
Sanctuary,5482390,Joji,4759367.0,2019-06-14,69.0,0.552,0.65,-7.199,0.128,0.422,0.372,167.788,180019.0,0.316
feel something,5463424,Bea Miller,2396662.0,2019-06-21,75.0,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161.0,0.156
Tap In,5220309,Saweetie,1255573.0,2020-06-17,73.0,0.954,0.696,-7.117,0.204,0.00576,0.0754,100.036,139413.0,0.432
Pretty Boy (feat. Lil Yachty),5141212,Joji,4759367.0,2020-09-25,66.0,0.656,0.776,-6.184,0.0672,0.16,0.372,156.049,156759.0,0.638
Afterthought,4977405,"Joji, BENEE",4759367.0,2020-09-25,67.0,0.668,0.547,-8.024,0.0353,0.398,0.0931,83.5,194871.0,0.192
+Linda,4964708,Dalex,,,,,,,,,,,,
Over Now (with The Weeknd),4867620,Calvin Harris,21946934.0,2020-08-28,72.0,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795.0,0.679
Hate The Other Side (with Marshmello & The Kid Laroi),4851997,"Juice WRLD, Polo G",19102888.0,2020-07-10,78.0,0.701,0.65,-6.313,0.104,0.291,0.112,90.003,160212.0,0.647
drunk face,4834258,Machine Gun Kelly,3868320.0,2020-09-25,72.0,0.691,0.77,-4.578,0.0367,0.0282,0.497,90.024,143901.0,0.344
Tak Tiki Tak,4761286,Harry Nach,134339.0,2020-07-10,71.0,0.801,0.579,-4.78,0.0813,0.333,0.172,99.994,212406.0,0.231
WHATS POPPIN,4745752,Jack Harlow,3828418.0,2020-06-24,80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835
Money Trees,4632724,"Kendrick Lamar, Jay Rock",17931101.0,2012-01-01,75.0,0.716,0.531,-7.355,0.122,0.0703,0.224,71.994,386907.0,0.344
Blastoff (feat. Juice Wrld & Trippie Redd),4628159,"Internet Money, Diplo",412466.0,2020-08-29,70.0,0.761,0.517,-6.916,0.0927,0.114,0.157,147.912,174730.0,0.46
September,5329256,"Earth, Wind & Fire",3008916.0,1978-11-23,80.0,0.697,0.832,-7.264,0.0298,0.168,0.269,125.926,215093.0,0.979
Secrets,5178107,"Regard, RAYE",152237.0,2020-04-24,78.0,0.848,0.768,-5.386,0.0373,0.0412,0.195,118.961,176767.0,0.777
21,5151406,Polo G,4849204.0,2020-05-15,80.0,0.783,0.479,-10.646,0.541,0.149,0.101,176.027,163798.0,0.533
BXL ZOO,5101640,"Damso, Hamza",3071170.0,2021-04-28,62.0,0.745,0.656,-6.829,0.203,0.0604,0.11,137.997,201333.0,0.405
DEUX TOILES DE MER,5094137,Damso,3071170.0,2021-04-28,62.0,0.521,0.39,-9.726,0.128,0.582,0.112,104.106,315640.0,0.157
exile (feat. Bon Iver),4924533,Taylor Swift,42227614.0,2020-07-24,77.0,0.298,0.38,-8.426,0.0287,0.778,0.11,75.602,285634.0,0.152
Righteous,4819362,Juice WRLD,19102888.0,2020-07-10,78.0,0.706,0.625,-7.426,0.0314,0.0417,0.129,142.948,242181.0,0.225
Conversations,4805366,Juice WRLD,19102888.0,2020-07-10,75.0,0.747,0.622,-5.825,0.0838,0.176,0.151,159.93,181661.0,0.57
Dolly (with Lil Uzi Vert),4800543,Lil Tecca,4022792.0,2020-09-18,63.0,0.664,0.586,-7.813,0.238,0.212,0.216,88.502,179813.0,0.589
Chicago Freestyle (feat. Giveon),4799038,Drake,56327031.0,2020-05-01,80.0,0.735,0.449,-7.507,0.347,0.629,0.113,122.947,220488.0,0.0397
GOOBA,4690955,6ix9ine,6514102.0,2020-05-08,70.0,0.611,0.688,-5.688,0.341,0.0264,0.251,178.462,132303.0,0.393
Physical,4599807,Dua Lipa,27167675.0,2020-03-27,77.0,0.647,0.844,-3.756,0.0457,0.0137,0.102,146.967,193829.0,0.746
Hot Stuff,4569978,"Kygo, Donna Summer",7593792.0,2020-09-18,71.0,0.681,0.773,-5.749,0.148,0.019,0.11,119.961,199008.0,0.429
Who's Laughing Now,4526982,Ava Max,3916979.0,2020-09-18,73.0,0.648,0.641,-5.521,0.0389,0.00565,0.109,184.021,180348.0,0.505
Sweet but Psycho,4502853,Ava Max,3916979.0,2020-09-18,81.0,0.72,0.706,-4.719,0.0473,0.0684,0.166,133.002,187436.0,0.62
Del Mar,5698099,"Ozuna, Doja Cat, Sia",29238936.0,2020-09-04,79.0,0.759,0.636,-5.585,0.0369,0.0224,0.166,109.976,214507.0,0.536
Hit Different,5049863,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5888533.0,2020-09-04,74.0,0.679,0.516,-6.371,0.0452,0.199,0.0965,120.074,202008.0,0.716
Nobody's Love,4957966,Maroon 5,32279979.0,2021-06-11,73.0,0.485,0.567,-6.456,0.0388,0.316,0.0949,93.676,211254.0,0.157
Máquina do Tempo,4938139,Matuê,3263283.0,2020-09-10,70.0,0.629,0.727,-4.387,0.0499,0.0647,0.138,149.978,230400.0,0.132
Fuckst mich nur ab,4898520,Bonez MC,1683006.0,2020-09-10,63.0,0.817,0.468,-10.945,0.287,0.233,0.0905,104.875,182931.0,0.237
Jangueo,4877753,"Alex Rose, Rafa Pabön",2168452.0,2019-11-08,74.0,0.861,0.678,-4.157,0.0536,0.253,0.106,103.994,259600.0,0.723
We Paid (feat. 42 Dugg),4776686,Lil Baby,7816213.0,2020-05-01,76.0,0.926,0.542,-5.064,0.293,0.135,0.0877,135.14,181929.0,0.564
Ihr Hobby,4723116,"Bonez MC, Maxwell",1683006.0,2020-09-10,59.0,0.774,0.814,-6.145,0.0584,0.204,0.118,109.019,185330.0,0.254
When I Look At You,4652583,Miley Cyrus,15778531.0,2009-01-01,63.0,0.459,0.545,-4.874,0.0282,0.142,0.105,137.941,248587.0,0.194
Boss Bitch,4620838,Doja Cat,8671649.0,2020-01-23,81.0,0.707,0.955,-4.593,0.222,0.127,0.202,125.989,134240.0,0.575
Ain't It Different (feat. AJ Tracey & Stormzy),4602336,Headie One,328877.0,2020-08-20,69.0,0.767,0.569,-6.805,0.216,0.00988,0.109,77.052,196363.0,0.524
Some Say - Felix Jaehn Remix,4598325,Nea,38111.0,2020-01-10,77.0,0.682,0.7,-5.591,0.0397,0.406,0.174,120.03,186878.0,0.637
Savage Remix (feat. Beyoncé),4568308,"Beyoncé, Megan Thee Stallion",28335112.0,2020-04-29,73.0,0.822,0.743,-4.772,0.28,0.016,0.127,84.459,242001.0,0.636
Lithuania (feat. Travis Scott),5949270,Big Sean,8673345.0,2020-09-04,62.0,0.676,0.82,-5.217,0.0554,0.0493,0.615,152.028,199250.0,0.618
"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",5117128,Saweetie,1255573.0,2020-08-28,64.0,0.948,0.63,-7.011,0.219,0.00647,0.0737,100.032,253569.0,0.425
Not Shy,4982232,ITZY,2384076.0,2020-08-17,73.0,0.776,0.911,-3.08,0.131,0.155,0.268,101.027,177728.0,0.56
"The Plan - From the Motion Picture ""TENET""",4876238,Travis Scott,17732077.0,2020-08-22,67.0,0.433,0.443,-10.568,0.0361,0.0922,0.117,79.903,185851.0,0.0363
ADMV,4737291,Maluma,26784251.0,2020-04-23,72.0,0.565,0.39,-4.959,0.0556,0.817,0.126,163.781,193700.0,0.708
Alane,4668193,"Robin Schulz, Wes",2786366.0,2020-06-19,67.0,0.581,0.799,-6.66,0.164,0.0419,0.11,124.002,175016.0,0.662
THE BADDEST,4642057,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",1245965.0,2020-08-27,70.0,0.676,0.857,-4.368,0.0438,0.0215,0.254,149.981,162600.0,0.717
Desce Pro Play (PA PA PA),4615520,"Mc Zaac, Anitta, Tyga",1555628.0,2020-06-26,68.0,0.935,0.71,-5.085,0.158,0.0769,0.173,100.009,168507.0,0.635
Mariposa,4593366,Peach Tree Rascals,177972.0,2019-08-28,76.0,0.676,0.525,-5.88,0.028,0.617,0.356,112.011,210000.0,0.421
the 1,4587573,Taylor Swift,42227614.0,2020-07-24,75.0,0.777,0.357,-6.942,0.0522,0.757,0.108,139.883,210252.0,0.172
RITMO (Bad Boys For Life),4585895,"Black Eyed Peas, J Balvin",5966748.0,2019-10-12,78.0,0.721,0.716,-7.037,0.0657,0.0334,0.237,104.994,221714.0,0.667
Unterwegs,4572706,"KitschKrieg, Jamule, SFR",166517.0,2020-08-07,68.0,0.88,0.607,-7.067,0.0777,0.195,0.15,126.039,233905.0,0.823
What's Love Got to Do with It,4538382,"Kygo, Tina Turner",7593792.0,2020-07-17,74.0,0.75,0.664,-5.908,0.154,0.275,0.0632,105.023,208156.0,0.617
Cry About It Later,5306994,Katy Perry,18936929.0,2021-04-23,67.0,0.676,0.794,-4.78,0.0366,0.0513,0.0723,125.957,159286.0,0.161
Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,4624448,Conkarah,67074.0,2020-05-15,70.0,0.824,0.854,-5.312,0.177,0.016,0.117,95.114,210329.0,0.896
Gifted (feat. Roddy Ricch),4609169,Cordae,1492551.0,2020-08-27,65.0,0.653,0.603,-5.697,0.171,0.175,0.18,151.016,168477.0,0.551
OUT WEST (feat. Young Thug),4597001,"JACKBOYS, Travis Scott",437907.0,2019-12-27,82.0,0.802,0.591,-4.895,0.225,0.0104,0.196,139.864,157712.0,0.309
Anaranjado,4575403,"Jowell & Randy, J Balvin",2919696.0,2020-07-16,66.0,0.763,0.58,-6.196,0.144,0.0466,0.154,175.937,212011.0,0.608
Reggaetonera,4564331,Anuel AA,18306226.0,2020-05-29,69.0,0.694,0.796,-4.164,0.0565,0.48,0.108,93.064,212312.0,0.515
Sour Candy (with BLACKPINK),4556900,Lady Gaga,18585963.0,2020-05-28,70.0,0.752,0.87,-3.812,0.0623,0.0604,0.489,120.006,157707.0,0.784
Rags2Riches 2 (feat. Lil Baby),4547965,Rod Wave,2203386.0,2020-08-07,60.0,0.874,0.443,-9.628,0.241,0.147,0.124,118.004,235988.0,0.298
Bandit (with YoungBoy Never Broke Again),4514763,Juice WRLD,19102888.0,2019-10-04,81.0,0.474,0.631,-5.884,0.343,0.0687,0.132,180.051,189323.0,0.425
PAM,4501441,"Justin Quiles, Daddy Yankee, El Alfa",2897862.0,2020-05-01,73.0,0.889,0.863,-3.011,0.0757,0.289,0.0798,112.953,201000.0,0.776
Lemonade,11373347,"Internet Money, Gunna, Don Toliver, NAV",412466.0,2020-08-14,82.0,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429.0,0.471
Frühstück in Paris,5440253,"Capital Bra, Cro",4093115.0,2020-09-17,56.0,0.744,0.644,-5.562,0.0641,0.229,0.204,96.852,151360.0,0.577
ON,5391018,BTS,37151476.0,2020-02-21,77.0,0.583,0.817,-5.146,0.0987,0.118,0.338,105.936,246381.0,0.438
My Oasis (feat. Burna Boy),4887204,Sam Smith,17097317.0,2020-07-30,69.0,0.691,0.474,-8.742,0.0583,0.569,0.099,143.783,179917.0,0.381
Life's A Mess (feat. Halsey),4883202,Juice WRLD,19102888.0,2020-07-10,74.0,0.63,0.446,-8.9,0.0351,0.337,0.166,143.078,202193.0,0.177
PORFA,4702117,"Feid, Justin Quiles",1251372.0,2021-08-09,0.0,0.843,0.549,-8.018,0.164,0.0948,0.155,83.982,233000.0,0.542
2012,4685894,"Bausa, Juju",961181.0,2020-08-21,62.0,0.805,0.619,-7.907,0.0771,0.218,0.114,98.995,170200.0,0.476
august,4586236,Taylor Swift,42227614.0,2020-07-24,76.0,0.532,0.623,-9.208,0.0331,0.538,0.0925,89.937,261923.0,0.403
if i were u (with Lauv),4561189,blackbear,4272745.0,2020-08-19,64.0,0.666,0.628,-5.613,0.0623,0.144,0.189,82.992,186468.0,0.767
