Song Name,Streams,Artist,Artist Followers,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
Demeanor (feat. Dua Lipa),5245618,Pop Smoke,6837946.0,2021-07-16,81.0,0.675,0.608,-6.934,0.103,0.336,0.11,99.865,184800.0,0.728
death bed (coffee for your head),5238547,"Powfu, beabadoobee",924083.0,2020-02-08,85.0,0.726,0.431,-8.765,0.135,0.731,0.696,144.026,173333.0,0.348
Our Song,5235335,"Anne-Marie, Niall Horan",8148393.0,2021-05-21,83.0,0.595,0.759,-4.245,0.0423,0.141,0.172,80.953,163733.0,0.515
Another One Bites The Dust - Remastered 2011,5204983,Queen,35888760.0,1980-06-27,74.0,0.933,0.528,-6.472,0.162,0.112,0.163,109.975,214653.0,0.756
One Dance,5178490,"Drake, WizKid, Kyla",56308172.0,2016-05-06,84.0,0.792,0.625,-5.609,0.0536,0.00776,0.329,103.967,173987.0,0.37
Adore You,5166847,Harry Styles,16112621.0,2019-12-13,84.0,0.676,0.771,-3.675,0.0483,0.0237,0.102,99.048,207133.0,0.569
As the World Caves In,5145493,Sarah Cothran,180723.0,2021-06-10,71.0,0.422,0.25,-6.836,0.0351,0.441,0.35,124.026,161613.0,0.246
Fancy Like,5145432,Walker Hayes,304995.0,2021-06-04,83.0,0.649,0.76,-6.487,0.0574,0.114,0.317,80.018,161853.0,0.843
Cúrame,5104206,Rauw Alejandro,6080597.0,2021-06-25,85.0,0.765,0.625,-3.599,0.0548,0.584,0.112,102.101,164706.0,0.262
All of Me,5103014,John Legend,5799137.0,2013-08-30,84.0,0.422,0.264,-7.064,0.0322,0.922,0.132,119.93,269560.0,0.331
Martin & Gina,5098609,Polo G,4840346.0,2020-05-15,85.0,0.832,0.534,-7.813,0.253,0.345,0.165,93.924,132833.0,0.116
Dior,5092354,Pop Smoke,6837946.0,2019-07-26,83.0,0.548,0.805,-5.732,0.351,0.212,0.408,142.094,216387.0,0.648
Best Friend (feat. Doja Cat),5090062,Saweetie,1254432.0,2021-01-07,83.0,0.84,0.766,-4.12,0.136,0.00302,0.0684,94.018,155884.0,0.402
The Hills,5068864,The Weeknd,35305637.0,2015-08-28,84.0,0.585,0.564,-7.063,0.0515,0.0671,0.135,113.003,242253.0,0.137
Good Days,5065132,SZA,5881963.0,2020-12-25,84.0,0.436,0.655,-8.37,0.0583,0.499,0.688,121.002,279204.0,0.412
Kiss My (Uh Oh),5063181,"Anne-Marie, Little Mix",8148393.0,2021-07-23,78.0,0.638,0.878,-3.639,0.0484,0.0151,0.308,103.948,176800.0,0.481
De Museo,5016125,Bad Bunny,36142273.0,2021-07-06,83.0,0.592,0.494,-10.618,0.0747,0.237,0.13,132.037,209771.0,0.231
7 rings,5002227,Ariana Grande,67158068.0,2019-02-08,85.0,0.778,0.317,-10.732,0.334,0.592,0.0881,140.048,178627.0,0.327
Chosen (feat. Ty Dolla $ign),4992405,"Blxst, Tyga",167628.0,2020-12-04,84.0,0.571,0.767,-5.16,0.287,0.336,0.0809,93.421,161684.0,0.605
Não Nasceu pra Namorar,4978559,"MC Zaquin, MC Rick",130627.0,2021-02-25,84.0,0.525,0.448,-4.075,0.0443,0.14,0.0922,83.406,140308.0,0.527
Breaking Me,4977498,"Topic, A7S",151832.0,2019-12-19,84.0,0.789,0.72,-5.652,0.218,0.223,0.129,122.031,166794.0,0.664
penhasco.,4973937,Luísa Sonza,1909059.0,2021-07-18,80.0,0.43,0.467,-8.56,0.051,0.775,0.0933,77.249,186121.0,0.382
Late At Night,4954899,Roddy Ricch,6603627.0,2021-06-04,84.0,0.643,0.403,-11.254,0.41,0.343,0.138,98.54,174682.0,0.111
Verdansk,4950275,Dave,1427540.0,2021-07-22,77.0,0.961,0.502,-8.605,0.312,0.28,0.145,117.078,182285.0,0.536
The Real Slim Shady,4948965,Eminem,46785561.0,2000-05-23,84.0,0.949,0.661,-4.244,0.0572,0.0302,0.0454,104.504,284200.0,0.76
Tell The Vision (feat. Kanye West & Pusha T),8859168,Pop Smoke,6837946.0,2021-07-31,57.0,0.662,0.686,-8.302,0.332,0.251,0.349,143.971,215000.0,0.678
Woo Baby (feat. Chris Brown),7371935,Pop Smoke,6837946.0,2021-07-31,56.0,0.563,0.672,-7.226,0.0765,0.359,0.0972,99.772,156000.0,0.284
Holy Smokes,6464206,"Trippie Redd, Lil Uzi Vert",6430522.0,2021-07-16,79.0,0.437,0.527,-6.967,0.465,0.185,0.153,187.815,181714.0,0.701
More Time,6238351,Pop Smoke,6837946.0,2021-07-31,55.0,0.628,0.581,-8.377,0.188,0.46,0.152,145.396,120828.0,0.259
Coupe,6161664,Pop Smoke,6837946.0,2021-07-31,54.0,0.912,0.589,-7.476,0.2,0.0332,0.0795,135.921,123549.0,0.486
Holiday,5883145,KSI,2008516.0,2021-06-18,81.0,0.356,0.684,-7.347,0.0878,0.152,0.101,87.188,193733.0,0.347
Manslaughter (feat. Rick Ross & The-Dream),5822266,Pop Smoke,6837946.0,2021-07-31,55.0,0.441,0.623,-7.331,0.0414,0.135,0.14,78.082,249231.0,0.285
Genius (feat. Lil Tjay & Swae Lee),5702636,Pop Smoke,6837946.0,2021-07-31,53.0,0.723,0.667,-7.524,0.351,0.256,0.261,143.044,208112.0,0.396
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5696113,"Tyler, The Creator",6777818.0,2021-06-25,84.0,0.493,0.653,-5.666,0.0466,0.269,0.511,142.347,121573.0,0.852
Sommergewitter,5627519,Pashanim,208554.0,2021-06-24,84.0,0.787,0.531,-10.569,0.101,0.132,0.112,91.996,138533.0,0.721
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",5383125,"Tion Wayne, Russ Millions",323203.0,2021-04-22,84.0,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085.0,0.73
Brush Em (feat. Rah Swish),5335271,Pop Smoke,6837946.0,2021-07-31,54.0,0.654,0.724,-6.59,0.355,0.106,0.655,71.696,150449.0,0.717
AM,5288927,"Nio Garcia, Flow La Movie",2123734.0,2021-01-28,85.0,0.83,0.517,-6.416,0.333,0.399,0.0916,171.959,182496.0,0.616
MI FAI IMPAZZIRE,5242097,"BLANCO, Sfera Ebbasta",127364.0,2021-06-17,83.0,0.477,0.844,-4.87,0.0458,0.00273,0.137,169.941,220235.0,0.203
Ride It,5235088,Regard,152226.0,2019-07-26,84.0,0.88,0.751,-4.258,0.0874,0.177,0.106,117.948,157606.0,0.884
Lost Cause,5203319,Billie Eilish,1250353.0,2021-08-12,0.0,0.671,0.336,-8.494,0.241,0.705,0.0577,75.051,212496.0,0.518
Shot in the Dark,5173308,John Mayer,5178156.0,2021-07-16,76.0,0.741,0.556,-9.184,0.0266,0.0629,0.103,122.008,249080.0,0.587
Wrecked,5150909,Imagine Dragons,35285425.0,2021-07-02,83.0,0.626,0.56,-5.82,0.0288,0.148,0.109,93.989,244005.0,0.229
Bipolar,5116589,"Mc Davi, Mc Pedrinho, Mc Don Juan",2586114.0,2021-04-09,84.0,0.601,0.36,-7.791,0.0877,0.586,0.0882,124.993,276480.0,0.335
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",5110475,Internet Money,411579.0,2021-05-13,84.0,0.792,0.707,-5.218,0.0623,0.116,0.12,134.997,224042.0,0.408
Follow You,5097187,Imagine Dragons,35285425.0,2021-03-12,84.0,0.542,0.732,-5.956,0.0521,0.00209,0.496,124.912,175644.0,0.489
We're Good,6318660,Dua Lipa,27142474.0,2021-02-11,83.0,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,165507.0,0.59
Life Goes On,6142975,BTS,37106176.0,2020-11-20,84.0,0.566,0.716,-5.733,0.0424,0.00691,0.37,81.068,207481.0,0.45
911,6111108,Sech,8758283.0,2021-07-09,89.0,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631.0,0.784
Baila Conmigo (with Rauw Alejandro),5588217,Selena Gomez,28909504.0,2021-03-12,84.0,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,186088.0,0.664
The Jackie (with J. Cole & Lil Tjay),5454994,Bas,386757.0,2021-07-09,76.0,0.784,0.474,-6.139,0.0524,0.333,0.278,128.012,204434.0,0.64
hope ur ok,5435614,Olivia Rodrigo,6266514.0,2021-05-21,84.0,0.443,0.298,-12.181,0.0644,0.388,0.103,77.253,209560.0,0.172
Faz Amor Comigo Só Hoje - Ao Vivo,5269757,"Israel & Rodolffo, Wesley Safadão",1097789.0,2021-05-26,82.0,0.624,0.922,-4.628,0.0439,0.3,0.112,164.819,148228.0,0.884
Alcohol-Free,5259503,TWICE,9987114.0,2021-06-11,82.0,0.688,0.909,-1.992,0.0624,0.0474,0.0674,97.097,210573.0,0.702
WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,5186354,BIA,151870.0,2021-07-09,80.0,0.893,0.463,-5.301,0.36,0.199,0.318,81.026,229601.0,0.591
Memory,5173178,"Kane Brown, blackbear",3507622.0,2021-07-09,80.0,0.434,0.889,-5.684,0.0509,0.395,0.273,113.326,153338.0,0.845
Me Fije,5068677,"Alex Rose, Rauw Alejandro",2166191.0,2021-03-18,83.0,0.76,0.674,-4.039,0.0636,0.396,0.0977,172.024,202307.0,0.735
"Volta Bebê, Volta Neném",5041120,"Dj Guuga, DJ Ivis",608109.0,2021-03-27,79.0,0.583,0.918,-3.612,0.0518,0.288,0.0701,164.081,172973.0,0.836
Aloha,5036030,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",26769304.0,2021-03-05,84.0,0.807,0.712,-5.757,0.1,0.532,0.163,100.004,241659.0,0.792
Sexo Virtual,4975786,Rauw Alejandro,6080597.0,2021-06-25,82.0,0.704,0.739,-3.286,0.112,0.328,0.0856,179.879,208292.0,0.425
Closer,4954679,"The Chainsmokers, Halsey",18191658.0,2016-07-29,84.0,0.748,0.524,-5.599,0.0338,0.414,0.111,95.01,244960.0,0.661
Wonderwall - Remastered,4938180,Oasis,6475631.0,1995-01-01,78.0,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,258773.0,0.434
Wasting Time ( feat. Drake ),6731106,Brent Faiyaz,1724414.0,2021-07-01,78.0,0.652,0.717,-3.751,0.0581,0.0694,0.0906,89.982,301304.0,0.377
I Don't Do Drugs (feat. Ariana Grande),5912293,Doja Cat,8640063.0,2021-06-25,80.0,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,188893.0,0.45
Renegade (feat. Taylor Swift),5876058,Big Red Machine,98503.0,2021-07-02,77.0,0.532,0.708,-8.121,0.0505,0.435,0.107,167.977,254467.0,0.586
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),5392334,"Tyler, The Creator",6777818.0,2021-06-25,80.0,0.827,0.571,-7.949,0.366,0.0195,0.166,142.034,146419.0,0.62
All Eyes On Me,5347263,Bo Burnham,1042079.0,2021-06-10,81.0,0.352,0.424,-10.131,0.0394,0.733,0.0664,127.047,302951.0,0.141
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),5321544,DJ Khaled,6278835.0,2021-04-30,83.0,0.477,0.727,-4.053,0.286,0.000866,0.108,150.062,236524.0,0.227
Dick (feat. Doja Cat),5258628,StarBoi3,17202.0,2021-04-23,83.0,0.647,0.608,-6.831,0.42,0.13,0.0584,125.994,175238.0,0.474
Solar Power,5234112,Lorde,8083566.0,2021-06-10,81.0,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,192621.0,0.897
Your Power,5135380,Billie Eilish,47014200.0,2021-07-30,81.0,0.632,0.284,-14.025,0.0801,0.932,0.233,129.642,245897.0,0.208
Lieben wir,5029898,Shirin David,558345.0,2021-07-01,77.0,0.871,0.669,-7.62,0.329,0.0113,0.0795,95.939,155363.0,0.806
Whoopty,5013017,CJ,180454.0,2020-08-20,81.0,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,123263.0,0.66
Batom de Cereja - Ao Vivo,5011753,Israel & Rodolffo,1097789.0,2021-01-29,83.0,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,140942.0,0.798
Prisoner (feat. Dua Lipa),5005018,Miley Cyrus,15770302.0,2020-11-20,79.0,0.781,0.67,-3.912,0.0452,0.0103,0.0761,127.99,169333.0,0.595
Stereo Hearts (feat. Adam Levine),4992345,Gym Class Heroes,1275345.0,2011-11-11,82.0,0.646,0.795,-3.293,0.0976,0.0319,0.267,89.99,210960.0,0.796
Reloj,4980155,"Rauw Alejandro, Anuel AA",6080597.0,2020-10-22,79.0,0.823,0.537,-2.639,0.209,0.176,0.123,175.946,231595.0,0.615
malibu,4973063,sangiovanni,384097.0,2021-05-13,82.0,0.733,0.736,-5.123,0.111,0.028,0.131,147.897,166216.0,0.669
"Eladio Carrion: Bzrp Music Sessions, Vol. 40",4965913,"Bizarrap, Eladio Carrion",3126961.0,2021-06-09,81.0,0.783,0.524,-6.455,0.0554,0.241,0.271,117.496,164896.0,0.839
Do I Wanna Know?,4938586,Arctic Monkeys,12369079.0,2013-09-09,84.0,0.548,0.532,-7.596,0.0323,0.186,0.217,85.03,272394.0,0.405
LUMBERJACK,11756283,"Tyler, The Creator",6777818.0,2021-06-25,76.0,0.386,0.762,-6.341,0.564,0.122,0.527,170.691,138312.0,0.433
LEMONHEAD (feat. 42 Dugg),11380679,"Tyler, The Creator",6777818.0,2021-06-25,78.0,0.62,0.586,-6.612,0.212,0.155,0.535,137.131,130980.0,0.487
HOT WIND BLOWS (feat. Lil Wayne),9889197,"Tyler, The Creator",6777818.0,2021-06-25,77.0,0.371,0.75,-5.382,0.402,0.601,0.482,173.456,155293.0,0.729
CORSO,9503981,"Tyler, The Creator",6777818.0,2021-06-25,77.0,0.703,0.845,-4.851,0.337,0.169,0.122,97.672,146482.0,0.745
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),9142721,"Tyler, The Creator",6777818.0,2021-06-25,79.0,0.468,0.652,-4.912,0.0722,0.333,0.55,140.223,588139.0,0.39
SIR BAUDELAIRE (feat. DJ Drama),8884283,"Tyler, The Creator",6777818.0,2021-06-25,75.0,0.467,0.635,-6.115,0.154,0.314,0.844,127.596,88625.0,0.51
MASSA,8218423,"Tyler, The Creator",6777818.0,2021-06-25,74.0,0.685,0.855,-6.724,0.438,0.329,0.301,157.181,223719.0,0.46
RUNITUP (feat. Teezo Touchdown),7917707,"Tyler, The Creator",6777818.0,2021-06-25,75.0,0.665,0.469,-7.778,0.13,0.565,0.219,115.852,229565.0,0.142
MANIFESTO (feat. Domo Genesis),6988886,"Tyler, The Creator",6777818.0,2021-06-25,73.0,0.454,0.866,-5.348,0.391,0.121,0.167,92.463,175123.0,0.518
Get Into It (Yuh),6503281,Doja Cat,8640063.0,2021-06-25,80.0,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,138293.0,0.793
WILSHIRE,6268542,"Tyler, The Creator",6777818.0,2021-06-25,73.0,0.555,0.712,-7.446,0.323,0.0451,0.182,78.958,515865.0,0.555
RISE! (feat. DAISY WORLD),6034281,"Tyler, The Creator",6777818.0,2021-06-25,73.0,0.766,0.814,-3.367,0.0733,0.044,0.195,108.07,203588.0,0.481
Naked,5527865,Doja Cat,8640063.0,2021-06-25,75.0,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,223560.0,0.536
Having Our Way (feat. Drake),5424579,Migos,11690201.0,2021-06-11,79.0,0.927,0.538,-3.917,0.116,0.0312,0.0945,125.983,278191.0,0.221
Payday (feat. Young Thug),5393789,Doja Cat,8640063.0,2021-06-25,73.0,0.619,0.707,-5.791,0.0499,0.0366,0.13,168.995,212947.0,0.558
Been Like This,5362817,Doja Cat,8640063.0,2021-06-25,74.0,0.678,0.531,-5.029,0.0374,0.126,0.377,99.008,177373.0,0.176
MILLE (feat. Orietta Berti),5341887,"Fedez, Achille Lauro",1650683.0,2021-06-11,82.0,0.527,0.764,-4.297,0.322,0.016,0.0273,184.339,175924.0,0.829
UN DIA (ONE DAY) (Feat. Tainy),5203364,"J Balvin, Dua Lipa, Bad Bunny",29051363.0,2020-07-24,83.0,0.571,0.693,-8.234,0.0545,0.00536,0.173,168.169,232253.0,0.393
Savage Love (Laxed - Siren Beat),5108950,"Jawsh 685, Jason Derulo",100604.0,2020-06-11,82.0,0.767,0.481,-8.52,0.0803,0.234,0.269,150.076,171375.0,0.761
Poblado,6893939,"Crissin, Totoy El Frio, Natan & Shander",29051363.0,2021-06-18,89.0,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,393280.0,0.646
Hecha Pa' Mi,6308369,Boza,278679.0,2020-07-31,83.0,0.725,0.756,-5.013,0.0572,0.362,0.103,100.07,186133.0,0.828
working,5666770,"Tate McRae, Khalid",1647262.0,2021-06-17,80.0,0.783,0.435,-7.78,0.0588,0.282,0.0833,106.974,210220.0,0.512
Petrouchka (feat. PLK),5511544,Soso Maness,289437.0,2021-06-04,79.0,0.624,0.802,-4.818,0.311,0.0597,0.252,133.888,189933.0,0.818
p r i d e . i s . t h e . d e v i l (with Lil Baby),5430260,J. Cole,14097410.0,2021-05-14,82.0,0.861,0.656,-7.867,0.425,0.104,0.0986,88.967,218210.0,0.331
m y . l i f e (with 21 Savage & Morray),5246577,J. Cole,14097410.0,2021-05-14,82.0,0.597,0.587,-7.026,0.137,0.0622,0.214,140.021,218802.0,0.0753
Jocelyn Flores,5220422,XXXTENTACION,29539807.0,2017-08-25,84.0,0.872,0.391,-9.144,0.242,0.469,0.297,134.021,119133.0,0.437
No Return (with The Kid LAROI & Lil Durk),5189427,Polo G,4840346.0,2021-06-11,80.0,0.479,0.645,-7.336,0.302,0.135,0.0825,155.057,168729.0,0.381
The Box,5145099,Roddy Ricch,6603627.0,2019-12-06,84.0,0.896,0.586,-6.687,0.0559,0.104,0.79,116.971,196653.0,0.642
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,5124606,Nathan Evans,140812.0,2021-01-21,83.0,0.722,0.893,-3.255,0.0475,0.0441,0.0673,119.932,116750.0,0.439
Can't Hold Us - feat. Ray Dalton,5085147,Macklemore & Ryan Lewis,2562082.0,2012-10-09,83.0,0.641,0.922,-4.457,0.0786,0.0291,0.0862,146.078,258343.0,0.847
Anyone,5079587,Justin Bieber,1250353.0,2021-08-13,0.0,0.686,0.538,-8.026,0.0345,0.181,0.113,115.884,190779.0,0.584
my ex's best friend (with blackbear),5048079,Machine Gun Kelly,3864419.0,2020-09-25,83.0,0.731,0.675,-5.134,0.0434,0.00473,0.141,124.939,139461.0,0.298
Just the Way You Are,5043647,Bruno Mars,32574754.0,2010-10-05,80.0,0.637,0.843,-5.413,0.0432,0.0151,0.0876,109.012,220733.0,0.434
HIGHEST IN THE ROOM,4975720,Travis Scott,17719446.0,2019-10-04,84.0,0.598,0.427,-8.764,0.0317,0.0546,0.21,76.469,175721.0,0.0605
Break My Heart,4971176,Dua Lipa,27142474.0,2020-03-27,80.0,0.73,0.729,-3.434,0.0884,0.167,0.349,113.011,221820.0,0.467
Laugh Now Cry Later (feat. Lil Durk),4916860,Drake,56308172.0,2020-08-14,83.0,0.761,0.518,-8.871,0.134,0.244,0.107,133.976,261493.0,0.522
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,4912036,Martin Garrix,14917926.0,2021-05-13,82.0,0.66,0.733,-4.619,0.0359,0.248,0.17,119.933,217000.0,0.304
Ella No Es Tuya - Remix,4911162,"Rochy RD, Myke Towers, Nicki Nicole",319192.0,2021-02-03,82.0,0.585,0.611,-4.132,0.288,0.39,0.649,97.041,218107.0,0.962
In the End,4910070,Linkin Park,19584111.0,2000-10-24,83.0,0.556,0.864,-5.87,0.0584,0.00958,0.209,105.143,216880.0,0.4
No Role Modelz,4904401,J. Cole,14097410.0,2014-12-09,84.0,0.692,0.521,-8.465,0.33,0.301,0.0565,100.45,292987.0,0.463
SICKO MODE,4898977,Travis Scott,17719446.0,2018-08-03,84.0,0.834,0.73,-3.714,0.222,0.00513,0.124,155.008,312820.0,0.446
Something Just Like This,4862683,"The Chainsmokers, Coldplay",18191658.0,2017-04-07,82.0,0.617,0.635,-6.769,0.0317,0.0498,0.164,103.019,247160.0,0.446
You,4846549,"Regard, Troye Sivan, Tate McRae",152226.0,2021-04-16,83.0,0.691,0.695,-5.6,0.0367,0.0592,0.0647,106.064,233386.0,0.514
Straightenin,7615531,Migos,11690201.0,2021-05-14,77.0,0.847,0.629,-5.81,0.102,0.0318,0.152,135.976,255532.0,0.109
GANG GANG (with Lil Wayne),7506580,Polo G,4840346.0,2021-05-21,78.0,0.752,0.563,-8.066,0.209,0.146,0.103,145.05,178776.0,0.551
Black Hearted,6989528,Polo G,4840346.0,2021-06-11,75.0,0.506,0.563,-7.664,0.411,0.0326,0.0856,168.146,190509.0,0.153
Lost,6410263,Maroon 5,32262679.0,2021-06-11,79.0,0.766,0.706,-6.553,0.16,0.223,0.064,142.989,172598.0,0.766
Avalanche,6323268,Migos,11690201.0,2021-06-11,71.0,0.917,0.623,-8.231,0.135,0.0985,0.0833,126.063,206272.0,0.687
My Head & My Heart,5470147,Ava Max,3911473.0,2020-09-18,83.0,0.614,0.934,-3.709,0.07,0.0697,0.121,116.001,174760.0,0.436
Malibu (feat. Polo G),5456648,Migos,11690201.0,2021-06-11,72.0,0.831,0.719,-6.836,0.235,0.514,0.0675,155.038,248652.0,0.859
GIRL LIKE ME,5395181,"Black Eyed Peas, Shakira",5963840.0,2020-11-02,82.0,0.965,0.485,-8.784,0.191,0.0206,0.0655,124.025,222523.0,0.312
Clueless (with Pop Smoke & Fivio Foreign),5335308,Polo G,4840346.0,2021-06-11,74.0,0.734,0.712,-6.217,0.201,0.391,0.103,140.369,165405.0,0.674
Modern Day,5322745,Migos,11690201.0,2021-06-11,78.0,0.87,0.629,-7.598,0.279,0.173,0.101,134.944,241790.0,0.512
Therefore I Am,5265630,Billie Eilish,1250353.0,2021-08-13,0.0,0.889,0.34,-7.773,0.0697,0.218,0.055,94.009,174321.0,0.716
TE MUDASTE,5242347,Bad Bunny,36142273.0,2020-11-27,82.0,0.811,0.637,-4.835,0.0591,0.234,0.118,92.025,130014.0,0.471
Tipo Gin - Ao Vivo,5155238,MC Kevin o Chris,2753929.0,2021-04-09,81.0,0.75,0.668,-4.49,0.061,0.78,0.338,94.998,159147.0,0.786
Higher Power,5142982,Coldplay,1250353.0,2021-08-13,0.0,0.507,0.828,-6.023,0.0449,0.00711,0.261,178.032,211295.0,0.489
SUN GOES DOWN,5125477,Lil Nas X,5473565.0,2021-05-21,80.0,0.551,0.636,-6.798,0.054,0.0837,0.112,174.065,168276.0,0.148
Painting Pictures,5119845,Polo G,4840346.0,2021-06-11,72.0,0.522,0.466,-8.05,0.458,0.331,0.11,78.43,137692.0,0.459
Rain On Me (with Ariana Grande),5041656,Lady Gaga,18572085.0,2020-05-22,79.0,0.672,0.855,-3.764,0.0397,0.021,0.323,123.056,182200.0,0.646
Hats Off (feat. Travis Scott),7324233,"Lil Baby, Lil Durk",7805880.0,2021-06-04,81.0,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428.0,0.188
Last Train Home,6439718,John Mayer,5178156.0,2021-07-16,75.0,0.591,0.831,-6.612,0.0355,0.235,0.0571,93.007,187307.0,0.678
Voice of the Heroes,6249801,"Lil Baby, Lil Durk",7805880.0,2021-06-04,81.0,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428.0,0.188
0X1=LOVESONG (I Know I Love you),6040553,"TOMORROW X TOGETHER, Seori",4136553.0,2021-05-31,81.0,0.584,0.836,-4.925,0.079,0.0558,0.0663,104.973,202204.0,0.484
a m a r i,5645966,J. Cole,14097410.0,2021-05-14,79.0,0.725,0.713,-6.173,0.187,0.127,0.617,65.988,148421.0,0.207
NEVER LEFT,5552212,Lil Tecca,4016497.0,2021-05-06,82.0,0.807,0.659,-6.92,0.332,0.0224,0.309,82.465,168727.0,0.438
Solid (feat. Drake),5347781,"Young Stoner Life, Young Thug, Gunna",61930.0,2021-04-16,82.0,0.887,0.485,-9.358,0.2,0.0392,0.141,125.987,215693.0,0.328
La Nota,5300884,"Manuel Turizo, Rauw Alejandro, Myke Towers",7904381.0,2020-10-08,79.0,0.736,0.632,-4.939,0.0648,0.18,0.349,92.03,216107.0,0.503
Golden,5298893,Harry Styles,16112621.0,2019-12-13,83.0,0.448,0.838,-5.257,0.0557,0.21,0.131,139.863,208907.0,0.254
CORALINE,5241813,Måneskin,3377762.0,2021-03-19,81.0,0.363,0.678,-4.939,0.0995,0.0299,0.324,162.124,300413.0,0.321
BICHOTA,5201714,KAROL G,1250353.0,2021-08-13,0.0,0.863,0.666,-4.158,0.152,0.212,0.103,163.908,178947.0,0.838
Slumber Party (feat. Princess Nokia),5113574,Ashnikko,1246335.0,2021-01-15,82.0,0.964,0.398,-8.981,0.0795,0.00151,0.101,105.012,178405.0,0.563
Killer (feat. Jack Harlow & Cordae) - Remix,5404939,Eminem,46785561.0,2021-05-28,76.0,0.924,0.73,-6.125,0.274,0.0525,0.113,99.01,236666.0,0.848
Liberdade (Quando o Grave Bate Forte),5378350,"Alok, Mc Don Juan, Dj GBR",10334543.0,2020-12-18,80.0,0.81,0.789,-4.032,0.0498,0.0254,0.104,129.988,150462.0,0.432
All Girls Are The Same,5372180,Juice WRLD,19085118.0,2018-12-10,83.0,0.671,0.529,-7.226,0.307,0.0769,0.0856,161.989,165820.0,0.203
734,5368759,Juice WRLD,19085118.0,2021-05-28,75.0,0.663,0.545,-3.93,0.036,0.123,0.106,78.452,196147.0,0.344
Boy With Luv (feat. Halsey),5266625,BTS,37106176.0,2019-04-12,82.0,0.645,0.862,-4.757,0.0965,0.0923,0.192,119.991,229773.0,0.798
Disco Arranhado - Funk Remix,5207186,"Malu, DJ Lucas Beat",74814.0,2021-01-22,80.0,0.747,0.725,-2.564,0.363,0.551,0.0626,129.96,125558.0,0.904
Godzilla (feat. Juice WRLD),5143522,Eminem,46785561.0,2020-01-17,83.0,0.808,0.745,-5.26,0.342,0.145,0.292,165.995,210800.0,0.829
Blueberry Faygo,5085511,Lil Mosey,3816446.0,2020-02-07,79.0,0.774,0.554,-7.909,0.0383,0.207,0.132,99.034,162547.0,0.349
Somebody That I Used To Know,5068972,"Gotye, Kimbra",2263960.0,2011-01-01,76.0,0.864,0.495,-7.036,0.037,0.591,0.0992,129.062,244973.0,0.72
Holy (feat. Chance The Rapper),5063015,Justin Bieber,48504126.0,2020-09-18,81.0,0.673,0.704,-8.056,0.36,0.196,0.0898,86.919,212093.0,0.372
Vida Louca,5051514,"Mc Poze do Rodo, Neo Beats, Mainstreet",448447.0,2021-04-02,82.0,0.852,0.62,-5.79,0.227,0.359,0.101,92.464,155676.0,0.744
i n t e r l u d e,7880155,J. Cole,14097410.0,2021-05-14,76.0,0.77,0.574,-5.525,0.106,0.0617,0.104,98.962,133022.0,0.104
Butter (Instrumental),7450126,BTS,37106176.0,2021-06-04,70.0,0.429,0.387,-7.486,0.0753,0.000178,0.142,109.893,162147.0,0.41
Film out,7198095,BTS,37106176.0,2021-04-01,81.0,0.499,0.709,-6.404,0.134,0.296,0.331,164.032,214621.0,0.314
Voilà,6935400,Barbara Pravi,75496.0,2020-11-06,72.0,0.447,0.337,-8.665,0.0631,0.773,0.298,135.379,176816.0,0.603
Shy Away,6634722,Twenty One Pilots,20823062.0,2021-05-21,77.0,0.588,0.856,-5.242,0.0316,0.000818,0.238,96.966,175044.0,0.635
Saturday,6628638,Twenty One Pilots,20823062.0,2021-05-21,75.0,0.687,0.89,-5.99,0.0344,0.00396,0.0436,113.06,172232.0,0.854
